1	,	8460	,	10292	,	8643	,	10269	,	66697	,	67768	,	66687	,	66696	,	70952	,	67767
2	,	8460	,	8643	,	10292	,	8904	,	66687	,	67768	,	66697	,	66691	,	67762	,	69126
3	,	8449	,	10292	,	8892	,	9741	,	66613	,	69035	,	66605	,	66611	,	70762	,	69033
4	,	8449	,	8892	,	10292	,	8646	,	66605	,	69035	,	66613	,	66604	,	67792	,	67800
5	,	8643	,	10292	,	8904	,	9552	,	67768	,	69126	,	67762	,	67764	,	70553	,	69124
6	,	8460	,	9741	,	10292	,	10269	,	66694	,	70762	,	66697	,	66696	,	70761	,	70952
7	,	8460	,	8904	,	10292	,	9741	,	66691	,	69126	,	66697	,	66694	,	69125	,	70762
8	,	8449	,	10292	,	9741	,	10269	,	66613	,	70762	,	66611	,	66612	,	70952	,	70761
9	,	8892	,	10292	,	8978	,	9741	,	69035	,	69501	,	69027	,	69033	,	70762	,	69499
10	,	8904	,	8978	,	10292	,	9741	,	69123	,	69501	,	69126	,	69125	,	69499	,	70762
11	,	8904	,	10292	,	8978	,	9552	,	69126	,	69501	,	69123	,	69124	,	70553	,	69498
12	,	8646	,	8978	,	10292	,	9552	,	67794	,	69501	,	67800	,	67797	,	69498	,	70553
13	,	5494	,	9234	,	10291	,	10246	,	47217	,	70127	,	47220	,	47219	,	70126	,	70950
14	,	5494	,	10291	,	9234	,	9681	,	47220	,	70127	,	47217	,	47218	,	70711	,	70124
15	,	5799	,	10291	,	9195	,	9234	,	49030	,	70093	,	49026	,	49027	,	70127	,	70090
16	,	5799	,	10291	,	6900	,	9195	,	49030	,	56631	,	49025	,	49026	,	70093	,	56628
17	,	5494	,	5498	,	10291	,	9681	,	47211	,	47250	,	47220	,	47218	,	47248	,	70711
18	,	5799	,	10291	,	9234	,	10246	,	49030	,	70127	,	49027	,	49029	,	70950	,	70126
19	,	7596	,	9234	,	10291	,	9681	,	61298	,	70127	,	61301	,	61300	,	70124	,	70711
20	,	7596	,	9195	,	10291	,	9234	,	61296	,	70093	,	61301	,	61298	,	70090	,	70127
21	,	5789	,	7596	,	10291	,	9681	,	48971	,	61301	,	48981	,	48979	,	61300	,	70711
22	,	5789	,	6900	,	10291	,	9195	,	48969	,	56631	,	48981	,	48978	,	56628	,	70093
23	,	5789	,	10291	,	7596	,	9195	,	48981	,	61301	,	48971	,	48978	,	70093	,	61296
24	,	5498	,	10291	,	5789	,	10197	,	47250	,	48981	,	47247	,	47249	,	70940	,	48980
25	,	5789	,	10291	,	6900	,	10197	,	48981	,	56631	,	48969	,	48980	,	70940	,	56630
26	,	4849	,	4861	,	10290	,	7430	,	43798	,	43912	,	43806	,	43805	,	43909	,	60048
27	,	4849	,	10290	,	4861	,	4913	,	43806	,	43912	,	43798	,	43800	,	44223	,	43906
28	,	4849	,	10290	,	6626	,	7430	,	43806	,	54670	,	43802	,	43805	,	60048	,	54668
29	,	4849	,	10290	,	4913	,	6626	,	43806	,	44223	,	43800	,	43802	,	54670	,	44222
30	,	6582	,	7407	,	10290	,	7414	,	54372	,	59915	,	54380	,	54374	,	59908	,	59971
31	,	6582	,	6846	,	10290	,	7407	,	54371	,	56181	,	54380	,	54372	,	56173	,	59915
32	,	4913	,	10290	,	6619	,	6626	,	44223	,	54634	,	44221	,	44222	,	54670	,	54630
33	,	4840	,	10290	,	6619	,	4913	,	43719	,	54634	,	43715	,	43713	,	44223	,	44221
34	,	6846	,	10290	,	7407	,	7848	,	56181	,	59915	,	56173	,	56176	,	63119	,	59910
35	,	7407	,	10290	,	7414	,	7848	,	59915	,	59971	,	59908	,	59910	,	63119	,	59967
36	,	4840	,	4913	,	4861	,	10290	,	43713	,	43906	,	43709	,	43719	,	44223	,	43912
37	,	6582	,	7414	,	10290	,	7430	,	54374	,	59971	,	54380	,	54375	,	59966	,	60048
38	,	6619	,	10290	,	7424	,	6626	,	54634	,	60003	,	54632	,	54630	,	54670	,	54666
39	,	7414	,	10290	,	7424	,	7848	,	59971	,	60003	,	59965	,	59967	,	63119	,	60000
40	,	4840	,	10290	,	4861	,	10234	,	43719	,	43912	,	43709	,	43718	,	70949	,	43911
41	,	4861	,	10290	,	7430	,	10234	,	43912	,	60048	,	43909	,	43911	,	70949	,	60047
42	,	6626	,	10290	,	7424	,	7430	,	54670	,	60003	,	54666	,	54668	,	60048	,	59999
43	,	6582	,	10290	,	6846	,	10234	,	54380	,	56181	,	54371	,	54379	,	70949	,	56180
44	,	6582	,	7430	,	10290	,	10234	,	54375	,	60048	,	54380	,	54379	,	60047	,	70949
45	,	6593	,	6619	,	10290	,	7424	,	54452	,	54634	,	54461	,	54456	,	54632	,	60003
46	,	4840	,	10290	,	6593	,	6619	,	43719	,	54461	,	43714	,	43715	,	54634	,	54452
47	,	6593	,	10290	,	6846	,	7848	,	54461	,	56181	,	54454	,	54457	,	63119	,	56176
48	,	6593	,	7424	,	10290	,	7848	,	54456	,	60003	,	54461	,	54457	,	60000	,	63119
49	,	4840	,	6593	,	10290	,	6846	,	43714	,	54461	,	43719	,	43716	,	54454	,	56181
50	,	4840	,	6846	,	10290	,	10234	,	43716	,	56181	,	43719	,	43718	,	56180	,	70949
51	,	5379	,	6396	,	10289	,	10220	,	46595	,	53074	,	46598	,	46597	,	53073	,	70945
