node_number,X,Y,Z,amplitude,mean,gas_load,inertia_load
1207,-145.360063,36.94928321,-16.13175911,83.95947128,-59.9363691,15400000,1000
1208,-143.0243649,32.6144623,-12.0,64.43903348,-46.0012624,15400000,1000
1209,-144.5488836,35.44381571,-13.16977778,76.0141755,-54.26443969,15400000,1000
1210,-149.0219315,29.38283987,-12.0,58.8569484,-42.01636502,15400000,1000
1211,-151.3576295,33.71766078,-16.13175911,70.75027084,-50.50668245,15400000,1000
1212,-223.1829078,-7.27796223,-12.0,80.15831027,-57.22282393,15400000,1000
1213,-223.1829078,-12.202001,-16.13175911,79.35439405,-56.64893042,15400000,1000
1214,-223.1829078,-10.49190028,-13.16977778,79.50193223,-56.75425378,15400000,1000
1215,-377.3584046,-12.202001,-16.13175911,106.3280204,-75.90466393,15400000,1000
1216,-367.722436,-12.202001,-16.13175911,101.4094079,-72.39340115,15400000,1000
1217,-358.0864675,-12.202001,-16.13175911,99.68514998,-71.16250047,15400000,1000
1218,-348.4504989,-12.202001,-16.13175911,98.26187507,-70.1464639,15400000,1000
1219,-338.8145304,-12.202001,-16.13175911,97.72905639,-69.76609905,15400000,1000
1220,-329.1785618,-12.202001,-16.13175911,97.53508458,-69.62762785,15400000,1000
1221,-319.5425933,-12.202001,-16.13175911,97.65127825,-69.7105755,15400000,1000
1222,-309.9066247,-12.202001,-16.13175911,97.9094137,-69.89485106,15400000,1000
1223,-300.2706562,-12.202001,-16.13175911,98.16698113,-70.07872187,15400000,1000
1224,-290.6346877,-12.202001,-16.13175911,98.28819457,-70.16525253,15400000,1000
1225,-280.9987191,-12.202001,-16.13175911,98.10295081,-70.03301169,15400000,1000
1226,-271.3627506,-12.202001,-16.13175911,97.13444575,-69.34162265,15400000,1000
1227,-261.726782,-12.202001,-16.13175911,95.67450607,-68.29941191,15400000,1000
1228,-252.0908135,-12.202001,-16.13175911,93.46664959,-66.72328331,15400000,1000
1229,-242.4548449,-12.202001,-16.13175911,90.90781167,-64.89659908,15400000,1000
1230,-232.8188764,-12.202001,-16.13175911,86.72102067,-61.9077635,15400000,1000
1231,-232.8188764,-7.27796223,-12.0,84.87637084,-60.59091868,15400000,1000
1232,-242.4548449,-7.27796223,-12.0,87.70211025,-62.60813663,15400000,1000
1233,-252.0908135,-7.27796223,-12.0,90.9895244,-64.95493172,15400000,1000
1234,-261.726782,-7.27796223,-12.0,93.46822574,-66.72440873,15400000,1000
1235,-271.3627506,-7.27796223,-12.0,95.38737955,-68.09444019,15400000,1000
1236,-280.9987191,-7.27796223,-12.0,96.80319779,-69.10515383,15400000,1000
1237,-290.6346877,-7.27796223,-12.0,97.54960605,-69.63799439,15400000,1000
1238,-300.2706562,-7.27796223,-12.0,97.93375958,-69.91223128,15400000,1000
1239,-309.9066247,-7.27796223,-12.0,97.94355744,-69.91922526,15400000,1000
1240,-319.5425933,-7.27796223,-12.0,97.91018726,-69.89540362,15400000,1000
1241,-329.1785618,-7.27796223,-12.0,98.02504465,-69.97739647,15400000,1000
1242,-338.8145304,-7.27796223,-12.0,98.43420007,-70.26948208,15400000,1000
1243,-348.4504989,-7.27796223,-12.0,99.42905445,-70.97968126,15400000,1000
1244,-358.0864675,-7.27796223,-12.0,100.6641831,-71.86140568,15400000,1000
1245,-367.722436,-7.27796223,-12.0,102.3486375,-73.06389178,15400000,1000
1246,-377.3584046,-7.27796223,-12.0,104.3313626,-74.47930487,15400000,1000
1247,-119.9983618,21.80569941,-16.13175911,30.08762808,-21.47873437,15400000,1000
1248,-124.9224005,21.80569941,-12.0,50.48414507,-36.03924971,15400000,1000
1249,-121.7084625,21.80569941,-13.16977778,52.707256,-37.62626772,15400000,1000
1250,-134.8319279,33.853059,-12.0,76.51710978,-54.62347099,15400000,1000
1251,-127.7180658,29.60534053,-12.0,70.09660141,-50.04004578,15400000,1000
1252,-122.2402257,30.29705595,-16.13175911,34.24040682,-24.44328943,15400000,1000
1253,-128.3814721,36.57512746,-16.13175911,37.11286017,-26.49385524,15400000,1000
1254,-136.8213758,39.00352506,-16.13175911,67.83815561,-48.42780284,15400000,1000
1255,-160.3126704,-20.35016611,-12.0,61.22833833,-43.70923538,15400000,1000
1256,-162.275462,-24.86609426,-16.13175911,69.29948066,-49.47100314,15400000,1000
1257,-161.5937916,-23.29772887,-13.16977778,65.26737449,-46.5925927,15400000,1000
1258,-214.2383122,-12.46402815,-16.13175911,73.76669301,-52.66002346,15400000,1000
1259,-205.324394,-13.24921093,-16.13175911,69.89713056,-49.8976491,15400000,1000
1260,-196.4717255,-14.55485638,-16.13175911,67.49321922,-48.18156215,15400000,1000
1261,-187.7106689,-16.37648651,-16.13175911,65.18551511,-46.53415551,15400000,1000
1262,-179.0712721,-18.70785362,-16.13175911,65.81785222,-46.9855636,15400000,1000
1263,-170.5831658,-21.5409618,-16.13175911,66.77575468,-47.66938409,15400000,1000
1264,-168.8880967,-16.91787858,-12.0,61.96490312,-44.23504859,15400000,1000
1265,-177.649739,-13.99347121,-12.0,65.13718005,-46.49965043,15400000,1000
1266,-186.5675474,-11.5869739,-12.0,66.84640267,-47.71981777,15400000,1000
1267,-195.6109361,-9.70664028,-12.0,68.19511947,-48.68262961,15400000,1000
1268,-204.748889,-8.35891935,-12.0,73.36369614,-52.37233523,15400000,1000
1269,-213.9500654,-7.54843342,-12.0,74.8136038,-53.40738424,15400000,1000
1270,-119.9983618,-17.00810245,-16.13175911,24.13080329,-17.22632018,15400000,1000
1271,-124.9224005,-17.00810245,-12.0,40.9420699,-29.22742344,15400000,1000
1272,-121.7084625,-17.00810245,-13.16977778,38.59222602,-27.54993417,15400000,1000
1273,-124.9224005,12.10224895,-12.0,39.29671268,-28.05284785,15400000,1000
1274,-124.9224005,2.398798485,-12.0,28.34858388,-20.23727832,15400000,1000
1275,-124.9224005,-7.30465198,-12.0,32.45930092,-23.17180676,15400000,1000
1276,-119.9983618,-7.30465198,-16.13175911,22.10733918,-15.78182445,15400000,1000
1277,-119.9983618,2.398798485,-16.13175911,24.06234654,-17.17745075,15400000,1000
1278,-119.9983618,12.10224895,-16.13175911,25.37257212,-18.11278492,15400000,1000
1279,-142.0945324,-28.26845149,-12.0,67.95347425,-48.51012573,15400000,1000
1280,-144.0573239,-32.78437963,-16.13175911,88.51061676,-63.18530666,15400000,1000
1281,-143.3756536,-31.21601425,-13.16977778,79.46776897,-56.72986559,15400000,1000
1282,-153.1663929,-28.82523695,-16.13175911,75.51139502,-53.90551862,15400000,1000
1283,-151.2036014,-24.3093088,-12.0,62.85990042,-44.87396287,15400000,1000
1284,-135.7366082,-34.14771332,-16.13175911,68.72209457,-49.05882298,15400000,1000
1285,-127.767564,-31.39320396,-16.13175911,33.07661525,-23.6124905,15400000,1000
1286,-122.064778,-25.1826307,-16.13175911,29.7523792,-21.23940942,15400000,1000
1287,-127.5028798,-24.53851941,-12.0,63.92166517,-45.6319275,15400000,1000
1288,-134.1596304,-28.90357651,-12.0,81.11999396,-57.90934379,15400000,1000
1289,-117.9289034,21.80569941,-27.86824089,15.43070476,-11.01555787,15400000,1000
1290,-116.9112286,21.80569941,-30.12094867,16.36609286,-11.68330588,15400000,1000
1291,-146.3417023,38.77110712,-27.86824089,96.60005279,-68.96013412,15400000,1000
1292,-136.7757824,41.07248115,-27.86824089,68.80144716,-49.11547031,15400000,1000
1293,-127.3205299,38.35193918,-27.86824089,14.81873162,10.578687,15400000,1000
1294,-120.440471,31.31859461,-27.86824089,20.71028377,14.78450486,15400000,1000
1295,-148.6774004,43.10592803,-32.0,78.27986889,-55.88185618,15400000,1000
1296,-147.1528817,40.27657462,-30.83022222,91.25776755,-65.14642282,15400000,1000
1297,-116.4405546,34.23359133,-32.0,17.89255433,12.77300489,15400000,1000
1298,-122.5581265,41.0677618,-32.0,18.70656632,-13.3541058,15400000,1000
1299,-130.779923,45.13379587,-32.0,48.20172258,-34.40989058,15400000,1000
1300,-139.9243961,45.84736686,-32.0,71.64308149,-51.14403559,15400000,1000
1301,-117.0269985,25.79859695,-30.43765565,18.1808713,12.97882649,15400000,1000
1302,-158.3368354,32.30786226,-27.86824089,69.46509893,-49.58923349,15400000,1000
1303,-160.6725334,36.64268317,-32.0,72.95994349,-52.08410664,15400000,1000
1304,-159.1480148,33.81332976,-30.83022222,70.18692413,-50.10452469,15400000,1000
1305,-154.6749669,39.8743056,-32.0,76.98464085,-54.95722858,15400000,1000
1306,-152.3392688,35.53948469,-27.86824089,78.36963047,-55.94593468,15400000,1000
1307,-229.8343146,14.27145939,-27.86824089,76.9646151,-54.94293225,15400000,1000
1308,-229.8343146,19.19549816,-32.0,78.6969364,-56.17958931,15400000,1000
1309,-229.8343146,15.98156011,-30.83022222,77.10733485,-55.04481636,15400000,1000
1310,-168.7290355,32.61760833,-32.0,68.64032234,-49.00044787,15400000,1000
1311,-177.0186701,29.09760687,-32.0,66.29019782,-47.32275824,15400000,1000
1312,-185.5098103,26.0961085,-32.0,65.93079032,-47.06618669,15400000,1000
1313,-194.1700599,23.62456473,-32.0,66.47468147,-47.45445598,15400000,1000
1314,-202.9663781,21.69240514,-32.0,67.81018422,-48.40783488,15400000,1000
1315,-211.8652044,20.30700143,-32.0,70.1991289,-50.1132374,15400000,1000
1316,-220.8325875,19.47363927,-32.0,73.5587053,-52.51154717,15400000,1000
1317,-220.5285856,14.55899375,-27.86824089,69.39119203,-49.53647287,15400000,1000
1318,-211.2583603,15.42049981,-27.86824089,66.23536793,-47.28361657,15400000,1000
1319,-202.0590072,16.85269071,-27.86824089,64.02595069,-45.70637413,15400000,1000
1320,-192.9656241,18.85010225,-27.86824089,62.79467659,-44.82740109,15400000,1000
1321,-184.0129047,21.40511379,-27.86824089,61.70175366,-44.04719354,15400000,1000
1322,-175.2350059,24.5079773,-27.86824089,61.73146003,-44.06840017,15400000,1000
1323,-166.6654177,28.14685455,-27.86824089,63.70980796,-45.48068855,15400000,1000
1324,-386.9943731,14.27145939,-27.86824089,135.2279307,-96.53551977,15400000,1000
1325,-386.9943731,19.19549816,-32.0,99.42500828,-70.97679224,15400000,1000
1326,-386.9943731,15.98156011,-30.83022222,121.177173,-86.50506751,15400000,1000
1327,-239.6568183,19.19549816,-32.0,84.54900935,-60.35722411,15400000,1000
1328,-249.4793219,19.19549816,-32.0,89.5659159,-63.93865584,15400000,1000
1329,-259.3018256,19.19549816,-32.0,92.67359208,-66.15714121,15400000,1000
1330,-269.1243292,19.19549816,-32.0,94.90558265,-67.75049867,15400000,1000
1331,-278.9468329,19.19549816,-32.0,96.54172123,-68.91849241,15400000,1000
1332,-288.7693365,19.19549816,-32.0,97.43864338,-69.55878057,15400000,1000
1333,-298.5918402,19.19549816,-32.0,97.68414867,-69.73404119,15400000,1000
1334,-308.4143439,19.19549816,-32.0,97.61586637,-69.68529586,15400000,1000
1335,-318.2368475,19.19549816,-32.0,97.42381687,-69.54819701,15400000,1000
1336,-328.0593512,19.19549816,-32.0,97.19647364,-69.38590238,15400000,1000
1337,-337.8818548,19.19549816,-32.0,97.02611981,-69.26429214,15400000,1000
1338,-347.7043585,19.19549816,-32.0,97.06481523,-69.29191592,15400000,1000
1339,-357.5268621,19.19549816,-32.0,97.59205863,-69.66830007,15400000,1000
1340,-367.3493658,19.19549816,-32.0,99.11805408,-70.75766627,15400000,1000
1341,-377.1718695,19.19549816,-32.0,102.0358403,-72.84059392,15400000,1000
1342,-377.1718695,14.27145939,-27.86824089,109.7401952,-78.34052258,15400000,1000
1343,-367.3493658,14.27145939,-27.86824089,101.304446,-72.31847176,15400000,1000
1344,-357.5268621,14.27145939,-27.86824089,98.19822948,-70.10102904,15400000,1000
1345,-347.7043585,14.27145939,-27.86824089,96.92247298,-69.19030159,15400000,1000
1346,-337.8818548,14.27145939,-27.86824089,96.70439266,-69.03461975,15400000,1000
1347,-328.0593512,14.27145939,-27.86824089,96.95018468,-69.21008389,15400000,1000
1348,-318.2368475,14.27145939,-27.86824089,97.38895072,-69.52330664,15400000,1000
1349,-308.4143439,14.27145939,-27.86824089,97.84628245,-69.84978337,15400000,1000
1350,-298.5918402,14.27145939,-27.86824089,98.10425404,-70.03394287,15400000,1000
1351,-288.7693365,14.27145939,-27.86824089,97.89816927,-69.88682396,15400000,1000
1352,-278.9468329,14.27145939,-27.86824089,96.68137056,-69.01818496,15400000,1000
1353,-269.1243292,14.27145939,-27.86824089,94.73160529,-67.62630055,15400000,1000
1354,-259.3018256,14.27145939,-27.86824089,92.68110563,-66.16250582,15400000,1000
1355,-249.4793219,14.27145939,-27.86824089,89.84056305,-64.13471963,15400000,1000
1356,-239.6568183,14.27145939,-27.86824089,85.59501194,-61.10393678,15400000,1000
1357,-396.2658325,5.0,-27.86824089,35.34125566,25.22915542,15400000,1000
1358,-401.1898713,5.0,-32.0,26.68807684,-19.0518879,15400000,1000
1359,-397.9759332,5.0,-30.83022222,24.99927639,17.84629936,15400000,1000
1360,-394.0921222,17.29366202,-32.0,97.03157851,-69.26818857,15400000,1000
1361,-399.2880351,12.09774908,-32.0,69.02791226,-49.27713765,15400000,1000
1362,-393.5502849,11.55591181,-27.86824089,85.59279368,-61.102353,15400000,1000
1363,-396.2658325,-5.0,-27.86824089,30.84255073,22.01765271,15400000,1000
1364,-401.1898713,-5.0,-32.0,25.77783963,-18.40209426,15400000,1000
1365,-397.9759332,-5.0,-30.83022222,21.62184708,15.43524514,15400000,1000
1366,-386.9943731,-14.27145939,-27.86824089,143.9547892,-102.7653853,15400000,1000
1367,-386.9943731,-19.19549816,-32.0,99.99112862,-71.38093074,15400000,1000
1368,-386.9943731,-15.98156011,-30.83022222,129.7689923,-92.63853254,15400000,1000
1369,-399.2880351,-12.09774908,-32.0,74.58476173,-53.24402052,15400000,1000
1370,-394.0921222,-17.29366202,-32.0,91.12745451,-65.05339611,15400000,1000
1371,-393.5502849,-11.55591181,-27.86824089,92.63934352,-66.13269229,15400000,1000
1372,-223.1829078,-14.27145939,-27.86824089,79.61364719,-56.83400404,15400000,1000
1373,-223.1829078,-19.19549816,-32.0,82.92730768,-59.1995362,15400000,1000
1374,-223.1829078,-15.98156011,-30.83022222,79.85496289,-57.00627326,15400000,1000
1375,-377.3584046,-19.19549816,-32.0,102.1018271,-72.88770068,15400000,1000
1376,-367.722436,-19.19549816,-32.0,99.12360717,-70.76163059,15400000,1000
1377,-358.0864675,-19.19549816,-32.0,97.56359162,-69.64797842,15400000,1000
1378,-348.4504989,-19.19549816,-32.0,97.02431681,-69.26300499,15400000,1000
1379,-338.8145304,-19.19549816,-32.0,96.98111149,-69.23216117,15400000,1000
1380,-329.1785618,-19.19549816,-32.0,97.12747792,-69.33664844,15400000,1000
1381,-319.5425933,-19.19549816,-32.0,97.40529838,-69.53497732,15400000,1000
1382,-309.9066247,-19.19549816,-32.0,97.73115788,-69.76759911,15400000,1000
1383,-300.2706562,-19.19549816,-32.0,98.06788986,-70.00798241,15400000,1000
1384,-290.6346877,-19.19549816,-32.0,98.38487417,-70.23426946,15400000,1000
1385,-280.9987191,-19.19549816,-32.0,98.54701121,-70.35001462,15400000,1000
1386,-271.3627506,-19.19549816,-32.0,98.33923828,-70.20169063,15400000,1000
1387,-261.726782,-19.19549816,-32.0,97.29923963,-69.45926441,15400000,1000
1388,-252.0908135,-19.19549816,-32.0,95.562979,-68.21979548,15400000,1000
1389,-242.4548449,-19.19549816,-32.0,92.82226095,-66.26327222,15400000,1000
1390,-232.8188764,-19.19549816,-32.0,88.61247104,-63.25801842,15400000,1000
1391,-232.8188764,-14.27145939,-27.86824089,87.85913829,-62.72023452,15400000,1000
1392,-242.4548449,-14.27145939,-27.86824089,92.38136803,-65.94853089,15400000,1000
1393,-252.0908135,-14.27145939,-27.86824089,95.30201151,-68.03349824,15400000,1000
1394,-261.726782,-14.27145939,-27.86824089,97.41977338,-69.54531066,15400000,1000
1395,-271.3627506,-14.27145939,-27.86824089,99.11818247,-70.75775858,15400000,1000
1396,-280.9987191,-14.27145939,-27.86824089,99.54913099,-71.06540036,15400000,1000
1397,-290.6346877,-14.27145939,-27.86824089,99.24342308,-70.84716435,15400000,1000
1398,-300.2706562,-14.27145939,-27.86824089,98.62823624,-70.40799923,15400000,1000
1399,-309.9066247,-14.27145939,-27.86824089,97.9740914,-69.94102324,15400000,1000
1400,-319.5425933,-14.27145939,-27.86824089,97.35859731,-69.5016386,15400000,1000
1401,-329.1785618,-14.27145939,-27.86824089,96.84975917,-69.13839265,15400000,1000
1402,-338.8145304,-14.27145939,-27.86824089,96.67587039,-69.01425816,15400000,1000
1403,-348.4504989,-14.27145939,-27.86824089,96.9579949,-69.21565972,15400000,1000
1404,-358.0864675,-14.27145939,-27.86824089,98.24911052,-70.13735147,15400000,1000
1405,-367.722436,-14.27145939,-27.86824089,101.3201097,-72.3296537,15400000,1000
1406,-377.3584046,-14.27145939,-27.86824089,107.7057572,-76.88819244,15400000,1000
1407,-163.1003774,-26.7640333,-27.86824089,74.63216085,-53.2778575,15400000,1000
1408,-165.0631689,-31.27996145,-32.0,79.45304509,-56.71935473,15400000,1000
1409,-163.7820477,-28.33239869,-30.83022222,75.8419029,-54.1414587,15400000,1000
1410,-213.2272245,-19.53578747,-32.0,77.58655345,-55.38691743,15400000,1000
1411,-203.3180119,-20.55506701,-32.0,74.33545213,-53.06604507,15400000,1000
1412,-193.5015235,-22.24857905,-32.0,73.18652578,-52.24585824,15400000,1000
1413,-183.8235804,-24.6084187,-32.0,73.31093312,-52.33466884,15400000,1000
1414,-174.3293566,-27.62357082,-32.0,75.10125874,-53.61273332,15400000,1000
1415,-171.2955638,-23.48393561,-27.86824089,68.68996133,-49.03588371,15400000,1000
1416,-179.6687092,-20.68919836,-27.86824089,67.15619625,-47.94097089,15400000,1000
1417,-188.1910961,-18.3894067,-27.86824089,66.74988519,-47.65091637,15400000,1000
1418,-196.8334952,-16.59244828,-27.86824089,67.5258231,-48.20483766,15400000,1000
1419,-205.5662653,-15.30448617,-27.86824089,69.0619781,-49.3014564,15400000,1000
1420,-214.3594556,-14.52993771,-27.86824089,72.09274567,-51.46503833,15400000,1000
1421,-144.8822393,-34.68231867,-27.86824089,100.4698095,-71.72264736,15400000,1000
1422,-146.8450309,-39.19824682,-32.0,86.74535164,-61.92513298,15400000,1000
1423,-145.5639097,-36.25068406,-30.83022222,96.57729552,-68.94388907,15400000,1000
1424,-155.9540999,-35.23910413,-32.0,84.8128727,-60.54558921,15400000,1000
1425,-153.9913084,-30.72317599,-27.86824089,83.24113787,-59.42357029,15400000,1000
1426,-117.9289034,-17.00810245,-27.86824089,24.95099606,-17.81183338,15400000,1000
1427,-116.9112286,-17.00810245,-30.12094867,24.40915991,-17.42503127,15400000,1000
1428,-117.2003628,-3.391122934,-32.0,26.46372794,-18.89173121,15400000,1000
1429,-144.4697816,-33.73334915,-22.0,98.18239433,-70.08972453,15400000,1000
1430,-162.6879197,-25.81506378,-22.0,73.2442968,-52.28709899,15400000,1000
1431,-118.9636326,-17.00810245,-22.0,23.12515993,-16.50841881,15400000,1000
1432,-120.2439164,-26.16605385,-27.86824089,15.85954035,11.32169181,15400000,1000
1433,-126.6327667,-33.1237799,-27.86824089,11.3252542,8.084789036,15400000,1000
1434,-135.5605137,-36.20966598,-27.86824089,68.42395671,-48.84599037,15400000,1000
1435,-223.1829078,-13.23673019,-22.0,79.42955002,-56.70258251,15400000,1000
1436,-118.9636326,21.80569941,-22.0,17.53606159,-12.51851451,15400000,1000
1437,-117.2003628,8.188719903,-32.0,22.49638654,-16.05955458,15400000,1000
1438,-117.2003628,2.398798485,-32.0,25.67236331,-18.3267977,15400000,1000
1439,-386.9943731,-13.23673019,-22.0,135.8363689,-96.96986721,15400000,1000
1440,-145.8508827,37.86019517,-22.0,94.45653766,-67.42993744,15400000,1000
1441,-395.2311033,-5.0,-22.0,30.8383471,22.01465213,15400000,1000
1442,-157.8460157,31.39695031,-22.0,68.25309099,-48.72401396,15400000,1000
1443,-395.2311033,5.0,-22.0,32.50602973,23.20516505,15400000,1000
1444,-229.8343146,13.23673019,-22.0,77.0839988,-55.0281572,15400000,1000
1445,-386.9943731,13.23673019,-22.0,135.0632854,-96.41798303,15400000,1000
1446,-89.26972844,95.40352125,27.04188907,47.5142071,-33.91909215,15400000,1000
1447,-64.86711406,108.5521934,32.0,4.001870858,-2.856826067,15400000,1000
1448,-81.47371133,99.60418891,30.20517894,36.69306705,-26.1941765,15400000,1000
1449,-73.20827788,104.0577885,31.55156598,20.83968004,-14.87687734,15400000,1000
1450,-277.0524778,30.58443931,27.04188907,98.16886378,-70.08006591,15400000,1000
1451,-267.4178704,30.73694288,27.04188907,99.43406149,-70.98325546,15400000,1000
1452,-257.7929162,31.19430078,27.04188907,96.3934724,-68.8126622,15400000,1000
1453,-248.1872591,31.95605477,27.04188907,91.752575,-65.49965209,15400000,1000
1454,-238.6105233,33.02144162,27.04188907,88.12257047,-62.90829149,15400000,1000
1455,-229.0723041,34.38939386,27.04188907,85.25211113,-60.85914925,15400000,1000
1456,-219.5821584,36.05854089,27.04188907,79.74280622,-56.92620736,15400000,1000
1457,-210.1495946,38.02721032,27.04188907,77.33694708,-55.20873037,15400000,1000
1458,-200.7840638,40.29342964,27.04188907,75.61668044,-53.98067861,15400000,1000
1459,-191.4949496,42.85492824,27.04188907,75.54031292,-53.92616237,15400000,1000
1460,-182.2915591,45.70913965,27.04188907,76.71255301,-54.76299255,15400000,1000
1461,-173.1831138,48.85320409,27.04188907,78.90583049,-56.32871325,15400000,1000
1462,-164.1787396,52.28397141,27.04188907,80.56732508,-57.51480872,15400000,1000
1463,-155.2874586,55.99800416,27.04188907,82.25374751,-58.71869937,15400000,1000
1464,-146.5181792,59.99158109,27.04188907,90.02878672,-64.26908767,15400000,1000
1465,-137.8796877,64.26070087,27.04188907,98.84183476,-70.56048115,15400000,1000
1466,-129.3806395,68.80108608,27.04188907,100.1498945,-71.49426933,15400000,1000
1467,-121.0295502,73.60818751,27.04188907,95.62676417,-68.26533004,15400000,1000
1468,-112.8347869,78.67718872,27.04188907,84.97681354,-60.6626222,15400000,1000
1469,-104.8045605,84.00301086,27.04188907,66.38792431,-47.39252271,15400000,1000
1470,-96.94691667,89.58031775,27.04188907,52.81513853,-37.70328221,15400000,1000
1471,-277.0524778,24.67559279,32.0,96.6088392,-68.96640729,15400000,1000
1472,-277.0524778,28.53231845,30.59626666,97.38937968,-69.52361306,15400000,1000
1473,-71.45495775,102.554528,32.0,24.81830497,-17.71710869,15400000,1000
1474,-78.87017251,96.20089704,32.0,24.09599611,-17.20147227,15400000,1000
1475,-87.08603884,89.6146097,32.0,32.23154395,-23.00921719,15400000,1000
1476,-94.87612537,83.776963,32.0,36.97277314,-26.39385102,15400000,1000
1477,-102.8454794,78.18652798,32.0,58.38386873,-41.67864603,15400000,1000
1478,-110.9862588,72.84880582,32.0,73.20568785,-52.25953752,15400000,1000
1479,-119.2904528,67.769049,32.0,78.4553786,-56.00714791,15400000,1000
1480,-127.7498898,62.95225618,32.0,81.42626793,-58.12798489,15400000,1000
1481,-136.3562454,58.40316724,32.0,83.0333688,-59.27524996,15400000,1000
1482,-145.1010507,54.12625862,32.0,80.33299461,-57.34752658,15400000,1000
1483,-153.9757005,50.12573895,32.0,77.65218692,-55.4337713,15400000,1000
1484,-162.971462,46.40554487,32.0,76.773992,-54.80685223,15400000,1000
1485,-172.0794828,42.96933718,32.0,75.21932574,-53.6970181,15400000,1000
1486,-181.2908005,39.8204972,32.0,73.04772637,-52.14677281,15400000,1000
1487,-190.5963509,36.96212351,32.0,72.77566469,-51.95255558,15400000,1000
1488,-199.9869769,34.39702884,32.0,73.08124673,-52.17070199,15400000,1000
1489,-209.4534378,32.12773732,32.0,74.89950686,-53.46870842,15400000,1000
1490,-218.9864185,30.15648201,32.0,77.43511291,-55.27880808,15400000,1000
1491,-228.576538,28.48520269,32.0,83.06283254,-59.29628342,15400000,1000
1492,-238.2143594,27.11554396,32.0,85.344279,-60.92494543,15400000,1000
1493,-247.8903989,26.0488536,32.0,89.36135404,-63.79262512,15400000,1000
1494,-257.5951347,25.28618128,32.0,93.14337313,-66.49250542,15400000,1000
1495,-267.3190172,24.82827747,32.0,96.04281184,-68.56233522,15400000,1000
1496,-392.1080682,30.58443931,27.04188907,90.51089253,-64.61324925,15400000,1000
1497,-392.1080682,24.67559279,32.0,90.08846189,-64.31168733,15400000,1000
1498,-392.1080682,28.53231845,30.59626666,90.13095722,-64.34202408,15400000,1000
1499,-286.6404437,24.67559279,32.0,96.91981598,-69.18840451,15400000,1000
1500,-296.2284095,24.67559279,32.0,96.98350395,-69.23386961,15400000,1000
1501,-305.8163754,24.67559279,32.0,97.16214749,-69.36139832,15400000,1000
1502,-315.4043413,24.67559279,32.0,97.38096188,-69.5176039,15400000,1000
1503,-324.9923072,24.67559279,32.0,97.42845757,-69.55151006,15400000,1000
1504,-334.580273,24.67559279,32.0,97.42864685,-69.55164545,15400000,1000
1505,-344.1682389,24.67559279,32.0,97.34635333,-69.4928976,15400000,1000
1506,-353.7562048,24.67559279,32.0,97.07190613,-69.2969772,15400000,1000
1507,-363.3441706,24.67559279,32.0,96.64198976,-68.99007225,15400000,1000
1508,-372.9321365,24.67559279,32.0,95.71395415,-68.32757335,15400000,1000
1509,-382.5201024,24.67559279,32.0,92.0637689,-65.72180536,15400000,1000
1510,-382.5201024,30.58443931,27.04188907,85.37966979,-60.95020976,15400000,1000
1511,-372.9321365,30.58443931,27.04188907,90.67798953,-64.73253536,15400000,1000
1512,-363.3441706,30.58443931,27.04188907,95.14576394,-67.92195689,15400000,1000
1513,-353.7562048,30.58443931,27.04188907,96.98886389,-69.23769543,15400000,1000
1514,-344.1682389,30.58443931,27.04188907,97.83485474,-69.84162557,15400000,1000
1515,-334.580273,30.58443931,27.04188907,97.96370399,-69.93360798,15400000,1000
1516,-324.9923072,30.58443931,27.04188907,97.76308439,-69.79039083,15400000,1000
1517,-315.4043413,30.58443931,27.04188907,97.41956795,-69.54516373,15400000,1000
1518,-305.8163754,30.58443931,27.04188907,96.86205209,-69.14716829,15400000,1000
1519,-296.2284095,30.58443931,27.04188907,96.50689993,-68.89363515,15400000,1000
1520,-286.6404437,30.58443931,27.04188907,96.52302145,-68.90514358,15400000,1000
1521,-415.0217544,32.71265508,27.04188907,79.70841731,-56.90165809,15400000,1000
1522,-416.1099901,26.90488354,32.0,89.41412434,-63.83029615,15400000,1000
1523,-415.3996947,30.69563719,30.59626666,86.32268806,-61.62340486,15400000,1000
1524,-400.1495307,24.92392228,32.0,91.01768678,-64.97503595,15400000,1000
1525,-408.1603476,25.66796436,32.0,84.31846269,-60.19264297,15400000,1000
1526,-407.4325449,31.53181723,27.04188907,94.45976009,-67.4322385,15400000,1000
1527,-399.7849346,30.82150965,27.04188907,100.6176225,-71.82816748,15400000,1000
1528,-443.4959289,36.67849526,52.94615075,2.097952541,1.497670908,15400000,1000
1529,-441.0161762,34.37527448,52.0,2.526653398,1.803708716,15400000,1000
1530,-424.8056032,29.84746779,33.35700138,68.63885603,-48.99940113,15400000,1000
1531,-432.7418973,32.89244017,37.09264532,37.14505444,-26.51683801,15400000,1000
1532,-439.2031043,35.24571973,43.26781889,14.64868969,-10.45729869,15400000,1000
1533,-443.893551,36.88270583,52.87514681,2.979008114,2.126632375,15400000,1000
1534,-442.8659737,38.07443429,44.35011431,13.77651258,-9.83467535,15400000,1000
1535,-438.144528,37.51986805,37.04898196,27.54781765,-19.66563318,15400000,1000
1536,-431.3990247,36.09316445,31.66693451,42.23878676,-30.15311415,15400000,1000
1537,-423.5211131,34.39430437,28.25288481,59.96768526,-42.80928957,15400000,1000
1538,-440.7936092,33.97744097,53.42870784,1.730714649,1.23550983,15400000,1000
1539,-440.7936092,-33.97744097,53.42870784,1.614110186,1.152269088,15400000,1000
