node_number,X,Y,Z
2613,-519.1922262,-66.83556135,-17.28283143
2614,-519.1925038,66.83554531,-17.28245877
2615,-551.533572,48.80615048,-11.98266811
2616,-551.5339181,-48.80580314,-11.98265346
2617,-571.5988034,-0.590273444,-24.50960181
2618,-479.1467088,-60.04769765,-39.95865278
2619,-479.1463417,60.04596003,-39.96431977
2620,-524.4434517,-63.34373214,-30.09923719
2621,-524.4435896,63.34368828,-30.09923144
2622,-538.2985891,57.46647609,27.28635322
2623,-538.2986142,-57.46646063,27.28635781
2624,-519.9307707,65.56355499,24.2084936
2625,-519.9309235,-65.56354589,24.20829288
2626,-500.2283976,-67.11404491,28.27797731
2627,-500.2286619,67.11398008,28.27833785
2628,-552.934817,46.78103229,17.92729372
2629,-552.9354399,-46.78036393,17.92739552
2630,-564.2183577,30.92073267,17.32938409
2631,-564.2180522,-30.9213254,17.32940518
2632,-570.6037202,12.3556917,16.2365181
2633,-570.7383599,-11.57978819,16.48668609
2634,-487.3538133,65.87987323,26.88107181
2635,-487.3537794,-65.87991301,26.88087444
2636,-571.7290069,0.361093334,17.14694334
2637,-529.8312509,61.96851566,25.59984326
2638,-529.831399,-61.96845285,25.5998417
2639,-546.3779012,53.28339079,14.16299518
2640,-546.3776475,-53.28359442,14.16304605
2641,-537.3025231,-59.23239665,17.64568461
2642,-537.3025418,59.23238841,17.64566174
2643,-511.9298645,-68.07308248,19.07308561
2644,-511.9296089,68.07302127,19.07367872
2645,-557.1693706,42.44526807,11.48570628
2646,-557.1689155,-42.44584237,11.48582429
2647,-568.0922651,-21.87290709,16.66627887
2648,-568.0923859,21.87255567,16.66626472
2649,-559.0849149,39.27889131,18.20911864
2650,-559.0846117,-39.27931369,18.2091575
2651,-509.9487842,-67.02708069,26.61804578
2652,-509.9487704,67.02704672,26.6182461
2653,-492.5253048,-65.20759811,33.87810703
2654,-492.5252348,65.20755134,33.8782653
2655,-482.7427259,62.91478554,34.01171028
2656,-482.7433754,-62.91500364,34.01164099
2657,-546.4014687,52.16747175,24.38699899
2658,-546.402142,-52.16691841,24.38708554
2659,-526.553606,-64.37625555,17.81310734
2660,-526.5534447,64.3762904,17.81329738
2661,-571.7003733,-4.839889906,9.048830764
2662,-571.7003846,4.839733811,9.048812842
2663,-507.9058528,-65.83620358,34.19937159
2664,-500.3563257,-65.5901098,35.81319938
2665,-507.9058234,65.83618819,34.19946529
2666,-500.35626,65.59010251,35.81321976
2667,-502.0255914,-68.61501223,20.7305025
2668,-494.5911411,-67.68365997,23.81568688
2669,-502.0256242,68.61486606,20.7312562
2670,-494.5911812,67.68356202,23.81616236
2671,-571.1354657,-7.955686522,23.57777575
2672,-571.0659578,8.569633359,23.16049445
2673,-517.5458563,-64.80725847,32.51841989
2674,-517.5457253,64.80728308,32.51843791
2675,-569.0642527,-18.19410907,23.50846903
2676,-569.0642931,18.19396847,23.50846315
2677,-570.0087758,-15.88071328,9.332575765
2678,-570.0089184,15.88011019,9.33258412
2679,-565.6529701,-27.40807366,24.10442362
2680,-565.6530879,27.4078153,24.10441501
2681,-567.0451658,-25.27925259,9.828314672
2682,-567.045495,25.27841891,9.82829733
2683,-560.9242484,-35.99184893,24.93262586
2684,-560.9243733,35.99165726,24.93260708
2685,-562.7706904,-34.1508207,10.5451079
2686,-562.771131,34.15005444,10.54501064
2687,-554.986149,-43.76352008,25.9735996
2688,-554.9803654,43.77003239,25.97455091
2689,-519.1922297,66.83556051,17.28283102
2690,-519.192461,-66.83555837,17.28244814
2691,-571.5988034,0.590278008,24.50959961
2692,-479.1465256,-60.0460144,39.96438457
2693,-479.1461213,60.04586041,39.96436451
2694,-552.2082709,48.19571789,11.17294144
2695,-552.2078951,-48.19609499,11.17306968
2696,-524.443459,63.34372994,30.09923613
2697,-524.4435889,-63.34368808,30.09923417
2698,-464.3721469,51.15339093,38.95221262
2699,-464.6142671,57.33401331,11.28934478
2700,-412.3577409,33.97437187,17.35779981
2701,-404.8135454,32.53374598,19.71462348
2702,-465.1663,53.62204045,30.12942883
2703,-468.1088446,56.97129944,24.90792168
2704,-460.0557694,47.82565852,41.12334342
2705,-453.6142951,43.99919742,41.14489691
2706,-448.0491687,42.44064108,34.29305405
2707,-441.1834385,40.55678808,27.6435379
2708,-420.9907814,35.4714327,18.83606544
2709,-433.1843683,38.76045545,20.62332764
2710,-457.2074511,52.19352314,11.55289649
2711,-448.7303741,47.03441594,12.84621506
2712,-440.247615,42.99447822,12.84621506
2713,-425.5102805,38.17335842,10.55177738
2714,-416.0441202,36.07695305,9.417915421
2715,-405.4215955,34.2387721,10.46664309
2716,-433.2015019,40.74117384,10.07501492
2717,-467.6793796,58.1206475,18.26723512
2718,-457.4211174,47.84126489,33.15903602
2719,-462.3254992,53.77345896,20.12647118
2720,-450.7945225,45.85667622,24.2359701
2721,-442.6698271,42.78293526,19.47848405
2722,-455.3165357,49.41751921,19.33584943
2723,-460.9191671,-48.49441677,40.56844182
2724,-465.284275,-58.18523364,9.703751676
2725,-402.8564473,-32.55301762,18.54779505
2726,-410.8628683,-33.65001162,17.82698936
2727,-465.3091328,-53.11422005,32.94025496
2728,-468.0756594,-56.64112526,26.27365083
2729,-451.5764155,-42.7960282,41.63680062
2730,-445.330816,-41.0503465,34.70281272
2731,-438.1120099,-39.39725976,27.06751688
2732,-419.7851762,-35.20238468,18.74846518
2733,-399.6771316,-33.5853664,11.35951408
2734,-429.9316037,-37.71504238,20.33545723
2735,-406.8185993,-34.4329474,10.28666195
2736,-415.5300432,-35.84652899,10.13080159
2737,-425.0010619,-37.96601168,10.89548169
2738,-444.2604341,-44.80570067,12.84621506
2739,-451.3508707,-48.97811493,10.22913172
2740,-458.6300367,-52.99762692,12.07830275
2741,-434.3728342,-41.00305342,10.95870981
2742,-466.6693748,-57.32703036,18.33105393
2743,-460.6831422,-52.07124565,22.87322518
2744,-454.3851228,-46.61638258,30.36639167
2745,-445.5106597,-43.31164796,23.54365013
2746,-438.497003,-41.10046244,18.9224979
2747,-452.141703,-47.64384768,19.02262301
2748,-459.7900841,47.99005806,-39.52952016
2749,-465.2844047,58.18531317,-9.703835272
2750,-402.8564473,32.55301762,-18.54779505
2751,-410.8628683,33.65001162,-17.82698936
2752,-464.7368139,53.00693096,-31.5468512
2753,-468.074796,56.64054441,-26.27326472
2754,-451.5805344,42.79777922,-41.63896596
2755,-445.3365984,41.05382544,-34.69881554
2756,-438.1099743,39.39690204,-27.06513334
2757,-419.7851762,35.20238468,-18.74846518
2758,-399.6771316,33.5853664,-11.35951408
2759,-429.931174,37.71489489,-20.33550545
2760,-406.8185993,34.4329474,-10.28666195
2761,-415.5300432,35.84652899,-10.13080159
2762,-425.0010619,37.96601168,-10.89548169
2763,-444.2604341,44.80570067,-12.84621506
2764,-451.3484487,48.97678886,-10.22899674
2765,-458.6285198,52.99635405,-12.07965
2766,-434.3728342,41.00305342,-10.95870981
2767,-466.669346,57.32692907,-18.3314115
2768,-460.6749265,52.06595364,-22.87237012
2769,-454.3773135,46.6125757,-30.36304789
2770,-445.4899198,43.301697,-23.54383839
2771,-438.4922601,41.09860409,-18.92211329
2772,-452.1328008,47.63750696,-19.02937044
2773,-464.3362848,-51.13333536,-38.92944037
2774,-464.6125491,-57.33286197,-11.28877976
2775,-412.0048712,-33.71794127,-18.46541832
2776,-405.2703418,-32.75419007,-18.74368086
2777,-465.1655411,-53.62398418,-30.11796938
2778,-468.1045273,-56.96933069,-24.90174399
2779,-460.0529954,-47.82632266,-41.11173862
2780,-453.6182853,-44.00107959,-41.14652833
2781,-448.0527348,-42.43697297,-34.32068406
2782,-441.1868097,-40.55648782,-27.65263808
2783,-421.0025101,-35.4793461,-18.80806925
2784,-399.2957004,-32.99714476,-14.55846729
2785,-433.1843683,-38.76045545,-20.62332764
2786,-457.2061956,-52.19276086,-11.55273966
2787,-448.7303741,-47.03441594,-12.84621506
2788,-440.247615,-42.99447822,-12.84621506
2789,-433.3697195,-40.80666276,-10.04915031
2790,-425.4436813,-38.19376784,-10.33673916
2791,-407.4348855,-34.41158682,-10.8388746
2792,-416.0393443,-35.90328246,-10.37817727
2793,-467.6762778,-58.11955383,-18.26130655
2794,-457.3995815,-47.82130506,-33.19214848
2795,-462.3892995,-53.82581329,-20.08888984
2796,-450.8079133,-45.86046204,-24.25302928
2797,-442.6698271,-42.78293526,-19.47848405
2798,-455.3165357,-49.41751921,-19.33584943
2799,-42.69258319,120.2998907,21.51829349
2800,-37.89011396,122.2288382,12.42936488
2801,-35.62696679,121.8248587,20.93129244
2802,-44.77057448,121.0707202,6.106697196
2803,-55.6719354,115.544348,10.08447474
2804,-52.08980323,116.6329519,19.96070938
2805,-45.27223266,120.155255,14.19651707
2806,-39.44561355,121.0673144,-22.04647938
2807,-38.41621997,122.273684,-10.84633762
2808,-44.77814275,121.0697743,-6.090025275
2809,-57.31737966,114.5683938,-9.00752568
2810,-53.73132396,116.0438648,-16.71427594
2811,-48.220101,118.2524436,-22.38117055
2812,-50.78943873,118.3113515,-9.599659695
2813,-45.52963365,119.9940651,-14.9680695
2814,-268.3353072,32.93406039,14.42972381
2815,-130.3844274,71.45862563,11.10237904
2816,-261.551316,32.48972701,18.48735832
2817,-253.824979,33.01598706,18.3105072
2818,-244.9643114,33.8652932,18.10359818
2819,-235.538455,35.13058978,17.47908093
2820,-226.1334665,36.57704854,17.51585874
2821,-216.6753309,38.34738615,17.50807971
2822,-207.3210566,40.40827331,17.49481037
2823,-198.0732433,42.7467517,17.52219962
2824,-188.8623852,45.39302283,17.52232162
2825,-179.7475917,48.32606436,17.52693547
2826,-170.7192985,51.54999217,17.53129767
2827,-161.7085053,55.1032564,17.49164928
2828,-152.7361476,58.99440455,17.3719332
2829,-143.2534452,63.30626965,18.17758883
2830,-134.3335068,67.77432836,18.72617954
2831,-126.1388822,72.27768183,18.91024146
2832,-119.0371295,77.04330543,16.21810516
2833,-111.297816,81.53424398,18.17602638
2834,-123.9143447,75.16344142,11.10944903
2835,-259.7805318,34.06970584,10.08469455
2836,-250.6457914,34.78413296,9.797911664
2837,-240.6921501,35.85407354,9.642456747
2838,-231.6974813,37.04657438,9.858501213
2839,-222.3437094,38.61813385,9.876757539
2840,-212.5746079,40.61044765,9.757681445
2841,-203.7262971,42.66925167,9.864858121
2842,-194.4481079,45.1504891,9.885798865
2843,-185.3279097,47.91359715,9.8460774
2844,-175.4601923,51.27217097,9.756450604
2845,-166.4519024,54.66810393,9.71867951
2846,-157.8477093,58.23620404,9.620031368
2847,-148.1940023,62.64250337,9.386055571
2848,-139.1769042,66.94032337,10.16279296
2849,-254.9704439,-32.92938586,14.46641042
2850,-149.4125443,-55.83176845,11.50008217
2851,-158.1387567,-52.41318328,11.51036791
2852,-167.1305774,-49.21573207,11.50024419
2853,-176.1945991,-46.31002654,11.49925217
2854,-185.3399896,-43.69303877,11.49955795
2855,-194.562189,-41.36589596,11.50022568
2856,-203.8348164,-39.33266598,11.51026091
2857,-213.1829287,-37.59190141,11.50659927
2858,-222.6002789,-36.14404578,11.50266489
2859,-231.6040778,-35.17161911,10.7716252
2860,-240.6053685,-34.37425429,10.5938934
2861,-247.5827458,-34.04836357,9.857910083
2862,-140.8493556,-59.42447004,11.86174327
2863,-133.0976002,-63.02997798,11.77994527
2864,-126.6738057,-65.53956173,15.16990852
2865,-119.5146135,-68.52272517,19.05958827
2866,-126.5972369,-64.27457513,21.76347143
2867,-134.6789693,-60.79058513,19.3979477
2868,-144.5128761,-56.31798225,19.68826492
2869,-153.5008377,-52.71859173,19.28145302
2870,-162.7803867,-49.28834422,19.17242123
2871,-171.8591728,-46.24206463,19.16364749
2872,-180.9984935,-43.48791167,19.18279562
2873,-190.2331505,-41.02358315,19.18052676
2874,-199.5313352,-38.84689796,19.21648012
2875,-208.7594334,-36.9839849,19.2802698
2876,-218.3448145,-35.37833178,19.25475929
2877,-227.782475,-34.09363212,19.28785075
2878,-237.2703222,-33.1052857,19.31866459
2879,-246.4110205,-32.66823835,18.04142904
2880,-268.2689602,32.90877415,-14.58396406
2881,-130.7618738,71.30100779,-10.84405644
2882,-109.0871101,82.91196364,-18.56216888
2883,-119.6221022,75.94926354,-19.78675563
2884,-126.2194801,72.29054502,-18.61934612
2885,-133.9299513,68.02631853,-18.54589337
2886,-142.0796116,63.85875307,-18.32351739
2887,-150.8255739,59.7073633,-18.17387013
2888,-159.8391724,55.76868513,-18.07854239
2889,-168.2254766,52.54984913,-17.25732025
2890,-177.2487853,49.24450295,-17.21588645
2891,-185.3501087,46.72708156,-16.21898116
2892,-194.5197495,43.96916183,-16.21898116
2893,-204.9651354,41.04110525,-17.13565046
2894,-214.2749369,38.90674057,-17.17144988
2895,-223.494713,36.62145547,-19.84833209
2896,-231.7166626,35.64053101,-17.72588654
2897,-241.6507634,34.30130428,-17.74048905
2898,-252.273223,33.37262828,-16.99198431
2899,-260.9657829,32.37651114,-19.30166948
2900,-122.7485276,75.7632872,-11.55181507
2901,-115.4050242,79.61585341,-14.72190996
2902,-138.5286828,67.2629504,-10.2221077
2903,-147.1610893,63.00453451,-10.04653752
2904,-155.7506378,59.14535279,-9.638354423
2905,-164.9369142,55.33199641,-9.395270739
2906,-174.2314483,51.79757957,-9.316997785
2907,-182.9344325,48.82189991,-9.131920278
2908,-192.5212581,45.84740485,-9.119109341
2909,-202.0493278,43.23458188,-9.098225511
2910,-211.7304329,40.91644475,-9.094227788
2911,-234.7202966,36.72020095,-9.19536694
2912,-244.5677486,35.47473577,-9.268682247
2913,-253.3852207,34.74580454,-8.723450942
2914,-259.968308,34.03911384,-10.19722066
2915,-222.8862228,38.43920851,-10.31915093
2916,-254.8247175,-32.96449891,-14.29156998
2917,-244.6080271,-34.25495435,-9.676576705
2918,-228.4180639,-35.42439792,-11.36833943
2919,-219.1443972,-36.66588592,-11.35903423
2920,-209.4758326,-38.00798461,-12.83457066
2921,-200.1375846,-39.86713275,-12.83457066
2922,-190.8626064,-42.01982525,-12.83457066
2923,-181.5391451,-44.77500455,-11.32372565
2924,-172.3636965,-47.52604427,-11.35712461
2925,-164.8312449,-50.43744214,-9.175139198
2926,-156.9616304,-52.95949306,-10.96095753
2927,-148.3493446,-56.29132492,-11.38616243
2928,-140.0670981,-59.74300094,-12.02557546
2929,-131.6622118,-63.08518797,-15.03897764
2930,-124.5975939,-66.79480765,-14.21860801
2931,-119.5298267,-68.52587912,-19.00278974
2932,-247.4226051,-32.4622798,-18.88885755
2933,-239.5831462,-33.01068472,-18.75709446
2934,-230.8889284,-33.83358536,-18.75213487
2935,-222.0846853,-34.75426318,-19.71066315
2936,-212.4233305,-36.24732555,-19.7488308
2937,-202.8145289,-38.04929784,-19.79800889
2938,-193.2689267,-40.16173545,-19.83847855
2939,-183.7965485,-42.58223832,-19.8713246
2940,-173.7531678,-45.50643206,-19.92040548
2941,-163.5889605,-49.11443651,-18.58069573
2942,-153.9239859,-52.42722199,-19.94995567
2943,-144.875404,-56.1154856,-19.93693216
2944,-137.5454191,-59.29838071,-20.22903887
2945,-236.1389173,-34.64346502,-11.20418324
2946,42.57064043,117.7314446,12.94725746
2947,45.05019414,115.4752775,22.02775805
2948,28.71385964,122.5086287,10.13684692
2949,31.3173078,121.3216917,17.72162308
2950,38.0883153,118.5936205,24.83004223
2951,35.32680961,121.1435237,7.791312636
2952,42.82592161,117.1328988,-17.72162308
2953,45.60064658,116.3606097,-10.11512416
2954,28.92030973,121.5066668,-21.02893417
2955,29.45294474,122.2289355,-11.83025364
2956,42.04422238,116.7301919,-25.87471599
2957,35.95615086,119.3989082,-24.53379453
2958,38.72222626,119.9475961,-7.776095508
2959,35.32622669,120.3350025,-16.60828665
2960,-169.4598768,25.74821623,21.92448084
2961,-178.2562446,22.22211721,21.74347846
2962,-187.1730355,19.30480761,21.72007956
2963,-196.2499721,16.94828794,21.71739571
2964,-205.4545729,15.15720742,21.71708217
2965,-213.7172786,14.08841567,21.9630973
2966,-132.0699057,39.33805851,22.17507073
2967,-125.717413,35.95906841,21.93742117
2968,-210.9669794,-13.71491998,21.91939302
2969,-202.1063397,-14.65794937,21.72231929
2970,-193.3349417,-16.14712523,21.70129682
2971,-184.6717957,-18.14938641,21.69888616
2972,-177.0273004,-20.41778342,21.95763578
2973,-123.7737389,-29.39714579,22.1839832
2974,-129.3793744,-33.47065628,21.93859561
2975,-216.9307311,13.77292057,-21.92448083
2976,-207.514359,14.84128164,-21.74347846
2977,-198.2807505,16.50270572,-21.72007955
2978,-189.1721681,18.73377922,-21.71739571
2979,-180.2194117,21.5231876,-21.71708217
2980,-172.4384567,24.50167037,-21.9630973
2981,-123.180778,33.50601243,-22.13483968
2982,-130.1199525,38.59400653,-21.9068405
2983,-174.0819896,-21.38417855,-21.91939301
2984,-182.584153,-18.71707204,-21.72231929
2985,-191.2221729,-16.58641966,-21.70129682
2986,-199.965436,-14.9694782,-21.69888616
2987,-207.8805609,-14.00266351,-21.95763578
2988,-132.5908042,-34.67886544,-22.14381701
2989,-125.2784598,-30.78524372,-21.90091507
2990,-92.20843032,4.89424858,45.43822769
2991,-91.27143865,15.16909885,45.62338663
2992,-89.24466865,24.10606814,45.5430279
2993,-85.66741512,34.55515636,45.47404856
2994,-81.29372605,44.08588506,45.5782956
2995,-75.22539388,53.87165148,45.62575166
2996,-68.41225839,62.0968927,45.49188916
2997,-60.90816926,69.45127622,45.47578067
2998,-52.49103651,75.96895836,45.43954488
2999,-43.65721326,81.58799149,45.63406199
3000,-35.27820258,85.47654851,45.57049218
3001,-25.46683333,88.97117164,45.64420017
3002,-14.69251218,91.2847444,45.55958294
3003,-3.295800124,92.47616424,45.63487587
3004,7.349024489,92.10139492,45.49412919
3005,17.76252953,90.64982936,45.47369225
3006,27.09171811,88.4014326,45.55958294
3007,36.5376139,84.89267452,45.52166098
3008,45.94864337,80.22226732,45.54939158
3009,54.94509498,74.44974297,45.62960441
3010,62.39439982,68.0602762,45.43234714
3011,70.24523664,60.06138648,45.52166098
3012,77.40008713,50.39298866,45.45922691
3013,82.66227735,41.18196363,45.45261895
3014,86.54879323,32.52815496,45.55958294
3015,89.8484155,22.01791638,45.60689927
3016,91.60523928,12.57609502,45.56446902
3017,92.49298673,1.714880721,45.60888288
3018,92.01680966,-9.012695177,45.55713567
3019,89.89161369,-21.11520051,45.43825809
3020,86.81504602,-31.36012859,45.40552466
3021,83.03461979,-40.38691791,45.43553609
3022,78.59914911,-48.68773658,45.55713567
3023,72.32161204,-57.69582674,45.61607424
3024,65.81951196,-65.00252441,45.60695291
3025,57.95993597,-72.09885646,45.60729313
3026,49.05269616,-78.37190143,45.55713567
3027,38.19084364,-84.07823331,45.4454918
3028,28.95499184,-87.72809503,45.48295412
3029,18.741903,-90.41595822,45.43799018
3030,9.426595059,-91.97512549,45.5569327
3031,-1.628830162,-92.52618764,45.6405235
3032,-11.03126661,-91.81356498,45.57388582
3033,-21.14832412,-89.87087985,45.42565548
3034,-32.12195456,-86.69754574,45.5569327
3035,-43.16390261,-81.63396875,45.44298753
3036,-51.56155748,-76.65379925,45.48181179
3037,-60.07346167,-70.12109438,45.43519738
3038,-67.07897816,-63.62935716,45.5569327
3039,-73.45797679,-56.0832512,45.5197242
3040,-79.422125,-47.37232077,45.57708211
3041,-84.05414246,-38.19402198,45.42487304
3042,-88.27118463,-27.50422452,45.5569327
3043,-91.01197809,-15.4306497,45.41080711
3044,-92.19053018,-5.674475215,45.46500163
3045,-98.33401854,-77.00384662,-30.59888122
3046,-245.5202688,-29.10492652,-30.57100106
3047,-225.7484038,-30.96295561,-30.5409563
3048,-207.3182287,-33.80995102,-30.56522877
3049,-187.7826616,-37.9934971,-30.67849311
3050,-171.4629421,-42.69188811,-30.64815304
3051,-162.2428347,-45.76570674,-30.64714284
3052,-152.9229331,-49.18542593,-30.66361728
3053,-143.654909,-52.91331677,-30.69387909
3054,-134.736418,-56.91377239,-30.66867041
3055,-125.9528881,-61.17149695,-30.66026803
3056,-117.2840974,-65.6677947,-30.68913592
3057,-107.0239898,-71.01096187,-30.99932014
3058,-96.98906043,-77.31322052,30.95371581
3059,-107.2090766,-70.7697974,31.07250686
3060,-115.8534883,-66.39485383,30.72778127
3061,-125.7420972,-61.19188754,30.72135748
3062,-134.5602165,-56.92455728,30.71994288
3063,-143.4580031,-52.96404836,30.71801767
3064,-152.5127565,-49.27269821,30.71722172
3065,-161.6552078,-45.88674712,30.7121007
3066,-170.9259293,-42.78557926,30.70664534
3067,-180.2737703,-39.98228898,30.70427295
3068,-189.7224064,-37.47630391,30.70002035
3069,-199.3519427,-35.27720766,30.67452149
3070,-209.2086053,-33.36011491,30.64878671
3071,-218.9265526,-31.7821206,30.63388161
3072,-228.5782531,-30.51946108,30.62747454
3073,-239.2492491,-29.51466662,30.59506077
3074,-248.7016578,-28.89399188,30.60295032
3075,-127.3413908,39.31273817,29.85705929
3076,-128.4276269,39.88802673,-29.86546444
3077,-121.7059088,34.51255689,-29.77840641
3078,-120.3429533,-29.89972828,-31.01961763
3079,-128.7390613,-35.82335838,-30.50557427
3080,-120.5921925,-30.09843984,30.96302895
3081,-129.0134503,-36.0247524,30.57909609
3082,-112.1996922,43.24976299,35.18677043
3083,-111.506984,45.81520603,-34.44192621
3084,-114.354133,38.28330706,-34.44567956
3085,-57.25097493,111.1886789,34.26059811
3086,-42.48108402,117.8116988,35.18216954
3087,-60.47299474,108.2799231,34.53399009
3088,-56.56532051,111.4899904,-34.24011799
3089,-49.06313437,115.8236483,-34.34665169
3090,-42.199034,117.6746957,-34.96310337
3091,-116.2109073,-15.54798166,34.57549743
3092,-116.1177198,14.52981977,34.69519859
3093,-116.8438068,-15.21300161,-33.33541944
3094,-116.3878812,14.32189544,-34.08787662
3095,-430.2357671,8.240222672,42.82212051
3096,-426.1963888,10.95064219,37.16639605
3097,-434.6561561,25.99458076,42.91719793
3098,-432.773586,16.67055933,45.17680306
3099,-419.333603,11.32800535,33.1087501
3100,-428.8881534,21.01637014,37.65165743
3101,-423.3584419,18.57194454,34.24198461
3102,-423.3546021,8.361426046,-35.24231645
3103,-429.5429746,8.497014548,-41.54878845
3104,-434.5397698,26.05674401,-42.66472319
3105,-433.034736,18.19279905,-44.85697633
3106,-421.8442058,16.74383253,-33.72234628
3107,-429.4027107,22.67312964,-37.66819071
3108,-427.8663014,15.15364824,-38.05739155
3109,-426.2021396,-11.13009327,-37.14817502
3110,-430.2569115,-8.275455116,-42.85506582
3111,-434.6561561,-25.99458079,-42.91719786
3112,-432.7817172,-16.68051015,-45.19218181
3113,-419.3313487,-11.34511532,-33.1071663
3114,-429.457067,-22.23874334,-37.84596557
3115,-423.3584419,-18.57194454,-34.24198461
3116,-429.7733113,-8.111037853,42.00760448
3117,-424.9591538,-7.610352453,36.45981047
3118,-434.5397698,-26.056744,42.66472322
3119,-433.0359618,-18.2052846,44.8517461
3120,-421.455445,-14.57384259,33.73727734
3121,-429.3742323,-22.67708091,37.64063954
3122,-428.1006634,-14.27004901,38.48325341
3123,-258.0656715,28.84586703,30.81338381
3124,-241.987722,30.49831877,30.6347096
3125,-221.6447842,33.55651404,30.61770262
3126,-202.4279988,37.70469882,30.63805673
3127,-183.7704509,42.99640287,30.6571394
3128,-165.4828835,49.45358978,30.67938141
3129,-150.5754785,55.84337877,30.59956397
3130,-141.8036653,59.98616547,30.59956389
3131,-132.7027525,64.56520048,30.66267819
3132,-124.4301375,69.16711002,30.64793041
3133,-116.0931128,74.13070899,30.64793043
3134,-107.8679931,79.35874228,30.66797879
3135,-98.14420243,86.079405,30.65978253
3136,-98.17180433,85.49295719,-30.99814213
3137,-107.5296749,79.50830348,-30.71753834
3138,-115.6491711,74.31024267,-30.71264814
3139,-123.950745,69.36184238,-30.70439778
3140,-132.3054639,64.71785275,-30.70486992
3141,-140.8740669,60.30579481,-30.70141914
3142,-149.5710165,56.16368535,-30.70109245
3143,-158.3763005,52.30655356,-30.69903021
3144,-167.3233051,48.72605686,-30.69077921
3145,-176.4373334,45.41277994,-30.67890824
3146,-185.6503935,42.38861724,-30.66787319
3147,-195.0832583,39.63957243,-30.6426377
3148,-204.4729126,37.20411232,-30.63386856
3149,-215.2256031,34.81524649,-30.61127757
3150,-224.2944715,33.15530045,-30.55641004
3151,-233.7267314,31.61088575,-30.59576707
3152,-243.3291811,30.39131488,-30.59800715
3153,-252.5973779,29.50081387,-30.60359672
3154,-262.0492238,28.89255051,-30.60231938
3155,-559.7472953,-16.74360085,-32.18697818
3156,-559.7472953,16.74359894,-32.18697818
3157,-447.1939576,-27.9090514,-52.28578848
3158,-446.9964641,29.04336721,-52.32105518
3159,-441.5256138,4.428066254,-53.29799273
3160,-443.6955397,18.8715625,-52.91050596
3161,-444.1279475,-18.1486721,-52.83329028
3162,-561.9602445,-7.221096039,-31.79180867
3163,-561.9602445,7.221092224,-31.79180867
3164,-441.197934,-7.677142106,-53.35650699
3165,-556.2732586,-25.73285675,-32.80734188
3166,-556.2732586,25.73285675,-32.80734188
3167,-541.5851578,44.51263809,-35.43021701
3168,-541.5851541,-44.51263905,-35.43021768
3169,-548.4592258,37.79509735,-34.20270488
3170,-548.4592258,-37.79509544,-34.20270488
3171,-533.5153557,49.85858917,-36.8712531
3172,-533.515352,-49.85858917,-36.87125377
3173,-501.6353726,57.88476563,-42.56410723
3174,-501.6353689,-57.88476658,-42.5641079
3175,-524.9499977,-54.03920269,-38.40078133
3176,-524.9499977,54.03919983,-38.40078133
3177,-511.1731188,57.59889221,-40.86093827
3178,-511.1731188,-57.59889364,-40.86093827
3179,-565.4326777,-0.626440283,-31.17173133
3180,-454.7711435,33.95440292,-50.93271958
3181,-454.7704563,-33.95402718,-50.93284229
3182,-555.3745494,-33.05536993,-32.96782567
3183,-555.3745494,33.05536943,-32.96782566
3184,-439.4194289,12.74151091,-53.67409717
3185,-493.3018004,-56.55587008,-44.05224513
3186,-493.3018021,56.55586955,-44.05224482
3187,-518.4160842,-56.92874225,-39.56755159
3188,-518.416085,56.92873991,-39.56755144
3189,-559.7472953,16.74359894,32.18697818
3190,-559.7472953,-16.74360466,32.18697818
3191,-447.1940098,27.90907495,52.28577917
3192,-446.9961481,-29.0431936,52.3211116
3193,-441.5256138,-4.428066254,53.29799273
3194,-444.1279475,18.14867401,52.83329028
3195,-443.6955081,-18.87154884,52.91051161
3196,-561.9602445,-7.221099854,31.79180867
3197,-561.9602445,7.221092224,31.79180867
3198,-441.1979339,7.677142113,53.35650701
3199,-556.2732586,25.73285294,32.80734188
3200,-556.2732511,-25.73285866,32.80734322
3201,-541.5851578,44.51263809,35.43021701
3202,-541.5851541,-44.51264095,35.43021768
3203,-548.4592295,37.79509354,34.20270421
3204,-548.459222,-37.79509735,34.20270555
3205,-533.5153482,-49.85859108,36.87125444
3206,-533.5153557,49.85858917,36.8712531
3207,-501.6353651,-57.88476658,42.56410857
3208,-501.6353726,57.88476563,42.56410723
3209,-524.9499977,54.03919983,38.40078133
3210,-524.9499939,-54.03920364,38.400782
3211,-511.1731188,57.59889221,40.86093827
3212,-511.173115,-57.5988946,40.86093894
3213,-565.4326774,-0.626442521,31.17173137
3214,-454.7711435,33.95440292,50.93271958
3215,-454.7686472,-33.95302773,50.93316535
3216,-555.3745419,-33.05537257,32.96782699
3217,-555.374553,33.05536523,32.96782503
3218,-439.4194268,-12.74150858,53.67409755
3219,-493.3017965,-56.55586903,44.05224582
3220,-493.3018039,56.55586979,44.0522445
3221,-518.4160798,-56.9287434,39.56755238
3222,-518.4160856,56.92873976,39.56755135
3223,-106.29288,-47.4893614,38.30905271
3224,-113.6476107,-45.81591733,35.25501557
3225,-107.8040817,-57.97293045,35.33196218
3226,-110.6793308,-53.9914335,-34.57868054
3227,-107.066868,38.74070738,38.25281
3228,-44.19023715,110.3677174,38.30862669
